sequence_ID,sequence_type,Conceptno,stimulus 1,stimulus 2,stimulus 3,stimulus 4,stimulus 5,stimulus 6,stimulus 7,stimulus 8,stimulus 9,stimulus 10
187,random10,c10,stimuli/f01306.png,stimuli/f01253.png,stimuli/f00457.png,stimuli/f00907.png,stimuli/f00861.png,stimuli/f01588.png,stimuli/f00047.png,stimuli/f00445.png,stimuli/f00969.png,stimuli/f00390.png
