sequence_ID,sequence_type,Conceptno,stimulus 1,stimulus 2,stimulus 3,stimulus 4,stimulus 5,stimulus 6,stimulus 7,stimulus 8,stimulus 9,stimulus 10
138,dist_top10,p35,stimuli/f00455.png,stimuli/f00174.png,stimuli/f00439.png,stimuli/f00210.png,stimuli/f02521.png,stimuli/f00929.png,stimuli/f00169.png,stimuli/f00287.png,stimuli/f00987.png,stimuli/f00238.png
