sequence_ID,sequence_type,Conceptno,stimulus 1,stimulus 2,stimulus 3,stimulus 4,stimulus 5,stimulus 6,stimulus 7,stimulus 8,stimulus 9,stimulus 10
124,dist_top10,b02,stimuli/f01062.png,stimuli/f00110.png,stimuli/f01389.png,stimuli/f01594.png,stimuli/f00532.png,stimuli/f01163.png,stimuli/f00861.png,stimuli/f00453.png,stimuli/f01855.png,stimuli/f01320.png
