sequence_ID,sequence_type,Conceptno,stimulus 1,stimulus 2,stimulus 3,stimulus 4,stimulus 5,stimulus 6,stimulus 7,stimulus 8,stimulus 9,stimulus 10
112,freq_y_low10,t17,stimuli/f00532.png,stimuli/f01538.png,stimuli/f01056.png,stimuli/f01585.png,stimuli/f01768.png,stimuli/f00480.png,stimuli/f00969.png,stimuli/f00774.png,stimuli/f00922.png,stimuli/f01608.png
