sequence_ID,sequence_type,Conceptno,stimulus 1,stimulus 2,stimulus 3,stimulus 4,stimulus 5,stimulus 6,stimulus 7,stimulus 8,stimulus 9,stimulus 10
189,random10,c28,stimuli/f01278.png,stimuli/f00440.png,stimuli/f00386.png,stimuli/f00774.png,stimuli/f00485.png,stimuli/f01539.png,stimuli/f00390.png,stimuli/f00176.png,stimuli/f00968.png,stimuli/f00133.png
