sequence_ID,sequence_type,Conceptno,stimulus 1,stimulus 2,stimulus 3,stimulus 4,stimulus 5,stimulus 6,stimulus 7,stimulus 8,stimulus 9,stimulus 10
113,freq_y_low10,t20,stimuli/f00840.png,stimuli/f00660.png,stimuli/f00862.png,stimuli/f00843.png,stimuli/f01327.png,stimuli/f01198.png,stimuli/f00907.png,stimuli/f00864.png,stimuli/f00426.png,stimuli/f02335.png
