sequence_ID,sequence_type,Conceptno,stimulus 1,stimulus 2,stimulus 3,stimulus 4,stimulus 5,stimulus 6,stimulus 7,stimulus 8,stimulus 9,stimulus 10
145,dist_top10,ty07,stimuli/f00544.png,stimuli/f00210.png,stimuli/f00387.png,stimuli/f00389.png,stimuli/f00386.png,stimuli/f00219.png,stimuli/f01198.png,stimuli/f00847.png,stimuli/f02502.png,stimuli/f00851.png
