sequence_ID,sequence_type,Conceptno,stimulus 1,stimulus 2,stimulus 3,stimulus 4,stimulus 5,stimulus 6,stimulus 7,stimulus 8,stimulus 9,stimulus 10
180,dist_low10,v13,stimuli/f00968.png,stimuli/f01588.png,stimuli/f01327.png,stimuli/f01538.png,stimuli/f00907.png,stimuli/f00278.png,stimuli/f00864.png,stimuli/f00862.png,stimuli/f02183.png,stimuli/f00608.png
